Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Iron Man,PSP,2008.0,Action,Sega,0.46,0.09,0.0,0.09,0.63,44.0,7.0,6.5,16.0,Artificial Mind and Movement,T
IL-2 Sturmovik,PC,2001.0,Simulation,Blue Byte,0.0,0.01,0.0,0.0,0.01,91.0,12.0,8.8,130.0,"1C, 1C Company",T
Blade II,XB,2002.0,Action,Activision,0.1,0.03,0.0,0.0,0.13,53.0,20.0,4,4.0,Mucky Foot Productions,M
FIFA Street 2,DS,2006.0,Sports,Electronic Arts,0.04,0.0,0.0,0.0,0.04,43.0,5.0,7.5,4.0,Exient Entertainment,E
Super Robot Taisen UX,3DS,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18,,,,,,
Smash Court Tennis Pro Tournament,PS2,2002.0,Sports,Sony Computer Entertainment,0.08,0.07,0.0,0.02,0.17,73.0,15.0,7.4,10.0,Namco,E
Rock N' Roll Racing,SNES,1993.0,Racing,Interplay,0.0,0.0,0.01,0.0,0.01,,,,,,
Super Mario World,SNES,1990.0,Platform,Nintendo,12.78,3.75,3.54,0.55,20.61,,,,,,
The Sims 2: Open for Business,PC,2006.0,Simulation,Electronic Arts,0.46,0.05,0.0,0.0,0.52,78.0,29.0,8.6,35.0,Maxis,T
GRID Autosport,PC,2014.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,78.0,35.0,6.2,257.0,Codemasters,E
Kirarin * Revolution: Mezase! Idol Queen,DS,2007.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,,
Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,1999.0,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.02,0.26,,,,,,
Agatha Christie's The ABC Murders,PS4,2016.0,Adventure,Microids,0.01,0.01,0.0,0.0,0.03,67.0,17.0,6.2,12.0,Microids,T
Despicable Me: The Game,PS2,2010.0,Platform,D3Publisher,0.05,0.04,0.0,0.01,0.1,,,,,,
Dancing With The Stars,Wii,2007.0,Misc,Activision,0.22,0.0,0.0,0.02,0.24,42.0,5.0,6.2,5.0,Zoe Mode,E10+
Dead Space 3,PC,,Action,Electronic Arts,0.02,0.16,0.0,0.02,0.19,78.0,16.0,6,1096.0,Visceral Games,M
Hospital Tycoon,PC,2007.0,Strategy,Codemasters,0.0,0.01,0.0,0.0,0.01,51.0,8.0,3.8,29.0,Big Red Software,E10+
Frogger Beyond,GC,2002.0,Platform,Konami Digital Entertainment,0.1,0.03,0.0,0.0,0.13,60.0,6.0,7.2,5.0,Konami,E
Satomi Hakkenden: Hachi Tamanoki,PSP,2014.0,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01,,,,,,
Illusion of Gaia,SNES,1993.0,Role-Playing,Nintendo,0.0,0.0,0.13,0.0,0.13,,,,,,
NCAA Football 08,XB,2007.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,82.0,4.0,8.1,8.0,EA Sports,E
Jampack Volume 13 (RP-T),PS2,2005.0,Misc,Sony Computer Entertainment,0.31,0.24,0.0,0.08,0.64,,,,,,
PlayStation VR Worlds,PS4,2016.0,Misc,Sony Computer Entertainment,0.06,0.14,0.02,0.04,0.25,59.0,48.0,7.1,73.0,Sony Interactive Entertainment,M
Ghostbusters: The Video Game,PSP,2009.0,Action,Atari,0.16,0.01,0.0,0.02,0.18,54.0,13.0,4.7,13.0,Red Fly Studio,E10+
Phantasy Star Online 2 Episode 4: Deluxe Package,PSV,2017.0,Role-Playing,Sega,0.0,0.0,0.01,0.0,0.01,,,,,,
Romance of the Three Kingdoms VI: Awakening of the Dragon,PS,1998.0,Strategy,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,,,,,,
Final Fantasy: The 4 Heroes of Light,DS,2009.0,Role-Playing,Square Enix,0.22,0.1,0.23,0.03,0.58,71.0,49.0,7.1,38.0,Matrix Software,E10+
Fantavision,PS2,2000.0,Puzzle,Sony Computer Entertainment,0.14,0.11,0.19,0.04,0.47,72.0,18.0,6.3,9.0,SCEJ,E
Hands On! Tangrams,DS,2009.0,Puzzle,Storm City Games,0.02,0.0,0.0,0.0,0.02,,,,,,
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,2003.0,Action,THQ,0.21,0.16,0.0,0.05,0.42,,,,,,
World League Soccer,SNES,1991.0,Sports,Imagineer,0.0,0.0,0.15,0.0,0.15,,,,,,
Scooby-Doo 2: Monsters Unleashed,GBA,2004.0,Action,THQ,0.51,0.19,0.0,0.01,0.71,46.0,5.0,tbd,,Altron,E
Shaman King: Chou Senjiryokketsu 3,GBA,2002.0,Role-Playing,King Records,0.0,0.0,0.02,0.0,0.02,,,,,,
Spider-Man,2600,1981.0,Action,Parker Bros.,0.87,0.05,0.0,0.01,0.93,,,,,,
Tokyo Xtreme Racer DRIFT,PS2,2003.0,Racing,Genki,0.09,0.07,0.0,0.02,0.18,59.0,13.0,8.6,15.0,Genki,E
Bleach: Blade Battlers,PS2,2006.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,
Last Bronx,SAT,1996.0,Fighting,Sega,0.0,0.0,0.13,0.0,0.13,,,,,,
Jikkyou Powerful Pro Yakyuu 12,GC,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
Crazy Chicken: Pharaoh's Treasure,DS,2007.0,Puzzle,Phenomedia,0.05,0.0,0.0,0.0,0.06,,,,,,
Cake Mania: Baker's Challenge,PS2,2008.0,Puzzle,Destineer,0.01,0.01,0.0,0.0,0.03,,,tbd,,Sandlot Games,E
Just Dance 2016,XOne,2015.0,Misc,Ubisoft,0.25,0.04,0.0,0.03,0.32,66.0,10.0,6.1,18.0,Ubisoft,E10+
Discovery Kids: Snake Safari,DS,2009.0,Simulation,505 Games,0.02,0.0,0.0,0.0,0.02,,,tbd,,505 Games,E10+
The Witcher 3: Wild Hunt,XOne,2015.0,Role-Playing,Namco Bandai Games,0.69,0.5,0.0,0.11,1.31,91.0,13.0,9.2,3963.0,CD Projekt Red Studio,M
Girl Time,DS,2009.0,Simulation,THQ,0.11,0.0,0.0,0.01,0.11,,,tbd,,THQ,E
Lilpri DS: Hime-Chen! Apple Pink,DS,2010.0,Adventure,Sega,0.0,0.0,0.02,0.0,0.02,,,,,,
Blood: The Last Vampire (Joukan),PS2,2000.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.09,0.0,0.09,,,,,,
Madden NFL Football,3DS,2011.0,Sports,Electronic Arts,0.36,0.01,0.0,0.03,0.39,49.0,18.0,5.3,16.0,EA Tiburon,E
The Simpsons: Hit & Run,GC,2003.0,Racing,Vivendi Games,0.77,0.2,0.0,0.03,0.99,,,,,,
Jampack Winter 2003 (RP-M),PS2,2003.0,Misc,Sony Computer Entertainment,0.22,0.18,0.0,0.06,0.46,,,,,,
Hakuoki: Reimeiroku - Omouhase Kara,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,
Sega GT,DC,2000.0,Racing,Sega,0.0,0.0,0.13,0.0,0.13,84.0,25.0,7.7,11.0,TOSE,E
X-Men Origins: Wolverine,PSP,2009.0,Action,Activision,0.13,0.03,0.0,0.03,0.19,60.0,6.0,7.5,12.0,Griptonite Games,T
.hack//Link,PSP,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,,,,,,
World Series of Poker,XB,2005.0,Misc,Activision,0.19,0.05,0.0,0.01,0.25,52.0,14.0,tbd,,Activision Value,E10+
Hello Kitty's Cube Frenzy,PS,1998.0,Puzzle,Culture Publishers,0.05,0.03,0.0,0.01,0.09,,,,,,
12-Sai. Honto no Kimochi,3DS,2014.0,Adventure,Happinet,0.0,0.0,0.07,0.0,0.07,,,,,,
Hot Wheels: Battle Force 5,DS,2009.0,Racing,Activision,0.12,0.02,0.0,0.01,0.15,,,tbd,,Virtuos,E10+
Jambo! Safari Animal Rescue,DS,2009.0,Simulation,Sega,0.01,0.0,0.0,0.0,0.01,,,,,,
Dance with Devils,PSV,2016.0,Action,,0.0,0.0,0.01,0.0,0.01,,,,,,
Assetto Corsa,PS4,2016.0,Racing,505 Games,0.0,0.05,0.0,0.01,0.06,73.0,35.0,6.2,70.0,Kunos Simulazioni,E
Dreamer Series: Babysitter,DS,2009.0,Simulation,Deep Silver,0.05,0.0,0.0,0.0,0.06,,,tbd,,Zig Zag,E
My Stop Smoking Coach: Allen Carr's EasyWay,DS,2008.0,Misc,Ubisoft,0.07,0.0,0.0,0.01,0.08,,,tbd,,Ubisoft Quebec,E
Tom and Jerry Tales,DS,2006.0,Platform,Warner Bros. Interactive Entertainment,0.2,0.05,0.0,0.02,0.28,,,tbd,,Sensory Sweep,E
F1 2012,PS3,2012.0,Racing,Codemasters,0.12,0.63,0.05,0.23,1.03,81.0,23.0,7.5,54.0,Codemasters,E
Tiny Toon Adventures: Plucky's Big Adventure,PS,2001.0,Action,Conspiracy Entertainment,0.15,0.1,0.0,0.02,0.27,,,,,,
Hellboy: The Science of Evil,PS3,2008.0,Action,Konami Digital Entertainment,0.13,0.02,0.0,0.02,0.17,47.0,23.0,6.1,10.0,Krome Studios,T
 Tales of Xillia 2,PS3,2012.0,Role-Playing,Namco Bandai Games,0.2,0.12,0.45,0.07,0.84,71.0,59.0,7.9,216.0,Bandai Namco Games,T
Patapon,PSP,2007.0,Misc,Sony Computer Entertainment,0.33,0.25,0.07,0.16,0.81,86.0,60.0,8.7,102.0,SCE Japan Studio,E
Call of Duty: Black Ops II,X360,2012.0,Shooter,Activision,8.25,4.24,0.07,1.12,13.67,83.0,73.0,4.8,2256.0,Treyarch,M
Tony Hawk: RIDE,X360,2009.0,Sports,Activision,0.46,0.1,0.0,0.05,0.61,46.0,43.0,3,67.0,Robomodo,E10+
Book of Spells,PS3,2012.0,Action,Sony Computer Entertainment,0.14,0.39,0.0,0.15,0.67,,,,,,
BlazBlue: Continuum Shift II,PSP,2011.0,Fighting,PQube,0.03,0.02,0.07,0.01,0.13,77.0,8.0,6.8,10.0,Arc System Works,T
Rise of Nightmares,X360,2011.0,Action,Sega,0.28,0.13,0.01,0.04,0.47,54.0,56.0,7.8,44.0,Sega,M
Combat Elite: WWII Paratroopers,XB,,Shooter,Unknown,0.02,0.01,0.0,0.0,0.03,56.0,11.0,tbd,,BattleBorne,T
Army of Two: The Devil's Cartel,PS3,2013.0,Shooter,Electronic Arts,0.11,0.11,0.01,0.05,0.28,58.0,27.0,6.7,100.0,Visceral Games,M
Murdered: Soul Suspect,PS3,2014.0,Action,Square Enix,0.05,0.05,0.02,0.02,0.14,,,7.1,55.0,Airtight Games,M
Jurassic: The Hunted,X360,2009.0,Shooter,Activision,0.12,0.0,0.0,0.01,0.13,60.0,4.0,7.2,21.0,Activision,T
ESPN College Hoops,PS2,2003.0,Sports,Sega,0.08,0.06,0.0,0.02,0.16,83.0,14.0,8.5,8.0,Visual Concepts,E
Fishdom 2 Deluxe,PC,2010.0,Puzzle,Rondomedia,0.0,0.02,0.0,0.0,0.02,,,,,,
Tomoyo After: It's a Wonderful Life CS Edition,PS2,2007.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,,,,,,
Alfa Romeo Racing Italiano,PS2,2005.0,Racing,Black Bean Games,0.01,0.01,0.0,0.0,0.01,,,6.8,5.0,Milestone S.r.l,E
.hack//G.U. Vol.2//Reminisce,PS2,2006.0,Role-Playing,Namco Bandai Games,0.11,0.09,0.0,0.03,0.23,,,,,,
Ghostbusters (2016),XOne,2016.0,Action,Activision,0.04,0.0,0.0,0.01,0.05,,,,,,
Pokemon Rumble World,3DS,2015.0,Action,Nintendo,0.0,0.01,0.08,0.0,0.09,58.0,16.0,6.4,69.0,"Ambrella, The Pokemon Company",E10+
Rescue Heroes: Billy Blazes,GBA,2003.0,Action,Vivendi Games,0.06,0.02,0.0,0.0,0.08,,,,,,
Data East Arcade Classics,Wii,2010.0,Misc,Majesco Entertainment,0.08,0.0,0.0,0.01,0.09,56.0,7.0,8.2,5.0,G1M2,T
The Incredible Hulk,Wii,2008.0,Action,Sega,0.28,0.01,0.0,0.02,0.31,46.0,21.0,tbd,,Edge of Reality,T
Fantasy Aquarium by DS,DS,2008.0,Simulation,Mercury Games,0.07,0.0,0.0,0.01,0.07,,,,,,
Fuse (Insomniac),X360,2013.0,Shooter,Electronic Arts,0.09,0.03,0.0,0.01,0.13,,,,,,
Dragon Age: Origins,X360,2009.0,Role-Playing,Electronic Arts,1.76,0.55,0.03,0.22,2.56,86.0,68.0,7.9,725.0,BioWare,M
Sengoku Basara 4: Sumeragi,PS4,2015.0,Action,Capcom,0.0,0.0,0.05,0.0,0.05,,,,,,
SpongeBob SquarePants: Plankton's Robotic Revenge,X360,2013.0,Shooter,Activision,0.04,0.0,0.0,0.0,0.05,,,6.1,13.0,Behaviour Interactive,E10+
Need for Speed: Shift,PS3,2009.0,Racing,Electronic Arts,0.69,1.4,0.04,0.52,2.65,84.0,55.0,6.9,113.0,Slightly Mad Studios,E
Harvey Birdman: Attorney at Law,Wii,2008.0,Adventure,Capcom,0.08,0.0,0.0,0.01,0.08,60.0,28.0,7.8,5.0,High Voltage Software,T
Bodycount,X360,2011.0,Shooter,Codemasters,0.07,0.03,0.0,0.01,0.11,53.0,61.0,4.7,73.0,Guildford Studio,M
The Professor's Brain Trainer: Logic,DS,2005.0,Puzzle,505 Games,0.02,0.0,0.0,0.0,0.02,,,,,,
Just Dance: Disney Party 2,X360,2015.0,Action,Ubisoft,0.05,0.01,0.0,0.01,0.07,,,tbd,,Ubisoft,E
SimCity 4: Deluxe Edition,PC,2003.0,Simulation,Electronic Arts,0.0,0.06,0.0,0.01,0.07,,,8.3,37.0,Maxis,E
Nickelodeon Dance,X360,2011.0,Misc,Take-Two Interactive,0.08,0.02,0.0,0.01,0.11,,,tbd,,High Voltage Software,E
EA Sports Active,Wii,2009.0,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.9,81.0,27.0,8.7,39.0,EA Canada,E
Import Tuner Challenge (American sales),X360,2006.0,Racing,Ubisoft,0.07,0.01,0.0,0.01,0.09,,,,,,
WRC 2: FIA World Rally Championship,PC,2011.0,Racing,Ubisoft,0.0,0.02,0.0,0.0,0.02,,,,,,
Entaku no Seito: The Eternal Legend,PSP,2012.0,Role-Playing,Kadokawa Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Chuck E. Cheese's Party Games,Wii,2010.0,Misc,UFO Interactive,0.15,0.0,0.0,0.01,0.16,,,tbd,,UFO Interactive,E
Fantasia: Music Evolved,XOne,2014.0,Misc,Disney Interactive Studios,0.11,0.03,0.0,0.01,0.15,77.0,48.0,7.5,67.0,Harmonix Music Systems,E10+
Just Dance Kids 2,Wii,2011.0,Misc,Ubisoft,0.25,0.0,0.0,0.02,0.27,,,tbd,,Ubisoft,E
Hissatsu Pachinko Collection 3,SNES,1995.0,Misc,Sunsoft,0.0,0.0,0.03,0.0,0.03,,,,,,
Indianapolis 500 Legends,Wii,2007.0,Racing,Destineer,0.12,0.0,0.0,0.01,0.13,47.0,10.0,6.7,7.0,Torus Games,E
CMT Presents: Karaoke Revolution Country,PS2,2006.0,Misc,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,71.0,24.0,tbd,,Harmonix Music Systems,E10+
King Arthur II,PC,2011.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,,,,,,
Bust-A-Move Bash!,Wii,2007.0,Puzzle,505 Games,0.13,0.01,0.0,0.01,0.15,,,,,,
Euro Truck Simulator 2,PC,2012.0,Action,SCS Software,0.0,0.12,0.0,0.02,0.13,79.0,17.0,8.7,992.0,SCS Software,
Diabolik Lovers: Dark Fate,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,
SimCity Creator (JP sales),DS,2008.0,Simulation,Electronic Arts,0.0,0.0,0.18,0.0,0.18,,,,,,
Call of Duty: World at War,Wii,2008.0,Shooter,Activision,1.17,0.58,0.0,0.18,1.94,83.0,19.0,7.6,78.0,Exakt,M
NBA Hangtime,PS,1996.0,Sports,Midway Games,0.03,0.02,0.0,0.0,0.06,,,,,,
Guilty Gear XX Accent Core Plus,Wii,2009.0,Fighting,PQube,0.01,0.02,0.0,0.0,0.03,76.0,10.0,7.3,9.0,Arc System Works,T
Bugs Bunny: Lost in Time,PS,1999.0,Platform,Infogrames,0.22,0.15,0.0,0.03,0.4,,,,,,
Densha De Go! 2,PS,1999.0,Simulation,Taito,0.0,0.0,0.38,0.03,0.41,,,,,,
Courier Crisis,PS,1997.0,Racing,BMG Interactive Entertainment,0.09,0.06,0.0,0.01,0.15,,,,,,
NBA 09: The Inside,PSP,2008.0,Sports,Sony Computer Entertainment,0.16,0.0,0.0,0.01,0.17,79.0,9.0,7.4,7.0,SCEA San Diego Studios,E
Theme Park,PS,1994.0,Simulation,Electronic Arts,0.24,0.16,0.13,0.04,0.57,,,,,,
Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004.0,Action,Ubisoft,0.82,0.59,0.0,0.07,1.48,93.0,74.0,8.6,68.0,Ubisoft Shanghai,T
Dissidia 012: Duodecim Final Fantasy,PSP,2011.0,Fighting,Square Enix,0.21,0.12,0.46,0.08,0.88,78.0,52.0,8.3,144.0,Square Enix,T
Disney's Planes,3DS,2013.0,Simulation,Disney Interactive Studios,0.04,0.03,0.0,0.01,0.07,,,4.3,6.0,TOSE,E
International Superstar Soccer '98,N64,1998.0,Sports,Konami Digital Entertainment,0.06,0.3,0.19,0.03,0.58,,,,,,
Super Robot Taisen OG: Original Generations Gaiden,PS2,2007.0,Strategy,Banpresto,0.0,0.0,0.3,0.0,0.3,,,,,,
Shaun White Skateboarding,Wii,2010.0,Sports,Ubisoft,0.13,0.03,0.0,0.01,0.18,59.0,6.0,tbd,,Ubisoft Montreal,E10+
Rock Band Country Track Pack 2,PS3,2011.0,Misc,MTV Games,0.07,0.0,0.0,0.01,0.07,,,tbd,,Electronic Arts,E10+
Destiny: The Taken King,PS4,2015.0,Shooter,Activision,0.78,0.79,0.04,0.31,1.93,86.0,81.0,6,1079.0,Bungie,T
Soldier of Fortune II: Double Helix,XB,2003.0,Shooter,Activision,0.17,0.05,0.0,0.01,0.23,61.0,26.0,6.5,13.0,Gratuitous Games,M
Gegege no Kitarou: Youkai Daigekisen,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,
Moyashimon DS,DS,2009.0,Action,Takara Tomy,0.0,0.0,0.03,0.0,0.03,,,,,,
Balls of Fury,Wii,2007.0,Sports,Zoo Digital Publishing,0.02,0.0,0.0,0.0,0.02,19.0,6.0,2.8,25.0,Black Lantern Studios,E10+
Worldwide Soccer Manager 2007,PC,2006.0,Sports,Sega,0.0,0.02,0.0,0.0,0.02,87.0,17.0,,,Sports Interactive,E
The BIGS 2,PS3,2009.0,Sports,Take-Two Interactive,0.12,0.0,0.0,0.01,0.13,80.0,18.0,7.6,16.0,Blue Castle Games,E10+
Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,PS2,2006.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
Battlestar Galactica,PS2,2003.0,Shooter,Vivendi Games,0.08,0.06,0.0,0.02,0.16,66.0,22.0,6.8,6.0,Warthog,T
NHL 15,PS4,2014.0,Sports,Electronic Arts,0.31,0.19,0.0,0.1,0.6,60.0,28.0,3.6,306.0,EA Sports,E10+
Pro Evolution Soccer 2010,X360,2009.0,Sports,Konami Digital Entertainment,0.12,0.58,0.03,0.08,0.81,78.0,34.0,7.6,29.0,Konami,E
Scooby-Doo! and the Spooky Swamp,PS2,2010.0,Action,Warner Bros. Interactive Entertainment,0.08,0.11,0.0,0.08,0.27,,,,,,
NCAA GameBreaker 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,53.0,19.0,tbd,,989 Sports,E
Time Crisis: Project Titan,PS,2001.0,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.0,0.05,71.0,13.0,6.7,6.0,Flying Tiger Development,T
Gray Matter,X360,2011.0,Adventure,DTP Entertainment,0.0,0.04,0.0,0.0,0.04,,,,,,
WRC: FIA World Rally Championship,X360,,Racing,Black Bean Games,0.0,0.1,0.0,0.02,0.12,66.0,24.0,6,4.0,Milestone S.r.l,E10+
Kenshuui Tendo Dokuta,DS,2004.0,Simulation,Spike,0.0,0.0,0.08,0.0,0.08,,,,,,
NHL Powerplay 98,PS,1997.0,Sports,Virgin Interactive,0.03,0.02,0.0,0.0,0.05,,,,,,
FIFA Soccer 2003,GBA,2002.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,76.0,4.0,tbd,,Exient Entertainment,E
IL-2 Sturmovik: Birds of Prey,PSP,2009.0,Simulation,505 Games,0.08,0.07,0.0,0.04,0.19,,,3,7.0,SME Dynamic Systems Limited,T
Monster Rancher Hop-A-Bout,PS,2000.0,Action,Tecmo Koei,0.02,0.01,0.0,0.0,0.03,,,,,,
Zapper: One Wicked Cricket!,PS2,2002.0,Platform,Infogrames,0.08,0.06,0.0,0.02,0.16,,,,,,
ESA Game Pack,PS3,2010.0,Misc,Sony Computer Entertainment,0.1,0.0,0.0,0.01,0.11,,,tbd,,Various,T
J-League Victory Goal,SAT,1995.0,Sports,Sega,0.0,0.0,0.15,0.0,0.15,,,,,,
Conflict Zone,PS2,2002.0,Strategy,Ubisoft,0.1,0.08,0.0,0.03,0.21,47.0,7.0,7.4,8.0,MASA Group,T
Saint Seiya: Soldiers' Soul,PS4,2015.0,Fighting,Namco Bandai Games,0.0,0.12,0.04,0.02,0.18,59.0,30.0,7.8,45.0,Dimps Corporation,T
The Bouncer,PS2,2000.0,Action,Sony Computer Entertainment,0.3,0.23,0.38,0.08,0.99,66.0,20.0,8,35.0,DreamFactory,T
Taiko no Tatsujin Wii: Ketteiban,Wii,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.39,0.0,0.39,,,,,,
Gran Turismo 5,PS3,2010.0,Racing,Sony Computer Entertainment,2.96,4.82,0.81,2.11,10.7,84.0,82.0,7.5,1112.0,Polyphony Digital,E
Steins;Gate: Hiyoku Renri no Darling,PSP,2012.0,Action,5pb,0.0,0.0,0.06,0.0,0.06,,,,,,
XIII,XB,2003.0,Shooter,Ubisoft,0.16,0.08,0.0,0.01,0.25,74.0,38.0,8.3,15.0,Southend Interactive,M
Pirates: The Legend of Black Kat,XB,2002.0,Adventure,Electronic Arts,0.05,0.01,0.0,0.0,0.06,74.0,16.0,tbd,,Westwood Studios,T
Safari Adventures: Africa,DS,2008.0,Adventure,Neko Entertainment,0.03,0.0,0.0,0.0,0.03,,,tbd,,Conspiracy Entertainment,E
SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003.0,Platform,THQ,1.08,0.45,0.0,0.14,1.67,71.0,9.0,9,85.0,Heavy Iron Studios,E
Guitar Hero Encore: Rocks The 80s,PS2,2007.0,Misc,RedOctane,0.92,0.04,0.0,0.15,1.11,69.0,50.0,6.3,31.0,Harmonix Music Systems,T
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,PS2,2008.0,Misc,D3Publisher,0.0,0.0,0.04,0.0,0.04,,,,,,
Dragon Quest IV: Michibikareshi Monotachi,PS,2001.0,Role-Playing,Enix Corporation,0.0,0.0,1.2,0.01,1.21,,,,,,
Black & Bruised,GC,2003.0,Fighting,Vivendi Games,0.04,0.01,0.0,0.0,0.05,,,,,,
Freekstyle,GBA,2003.0,Racing,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01,65.0,7.0,tbd,,Full-Fat,E
SNK vs. Capcom: The Match of the Millennium,PS2,2006.0,Fighting,Sega,0.0,0.02,0.0,0.12,0.14,,,,,,
PAC-MAN and the Ghostly Adventures,3DS,2013.0,Platform,Namco Bandai Games,0.05,0.04,0.0,0.01,0.09,,,tbd,,Inti Creates,E10+
"Ni Hao, Kai-lan: New Year's Celebration",DS,2009.0,Misc,Take-Two Interactive,0.19,0.0,0.0,0.01,0.2,,,tbd,,Take-Two Interactive,EC
Starry ? Sky: After Summer,PSP,2013.0,Misc,Asgard,0.0,0.0,0.02,0.0,0.02,,,,,,
Binary Star,PSV,2014.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,
DiRT,PS3,2007.0,Racing,Codemasters,0.16,0.66,0.0,0.23,1.05,83.0,32.0,8,32.0,Codemasters,E
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GBA,2003.0,Action,THQ,0.25,0.09,0.0,0.01,0.35,,,tbd,,Helixe,E
Toy Soldiers: War Chest,PS4,2015.0,Action,Ubisoft,0.06,0.0,0.0,0.01,0.07,62.0,19.0,7.7,61.0,Krome Studios,
The Oregon Trail,Wii,2011.0,Simulation,Crave Entertainment,0.14,0.0,0.0,0.01,0.15,,,,,,
CSI: Deadly Intent - The Hidden Cases,DS,2009.0,Adventure,Ubisoft,0.16,0.15,0.0,0.04,0.35,,,,,,
All Points Bulletin,PC,2010.0,Role-Playing,Electronic Arts,0.0,0.03,0.0,0.01,0.04,,,,,,
Monsters vs. Aliens,X360,2009.0,Action,Activision,0.12,0.03,0.0,0.01,0.17,63.0,31.0,6.6,7.0,Beenox,E10+
UFC Personal Trainer: The Ultimate Fitness System,PS3,2011.0,Sports,THQ,0.08,0.08,0.0,0.03,0.19,65.0,8.0,2.4,5.0,THQ,E
Generator Rex: Agent of Providence,3DS,2011.0,Action,Activision,0.07,0.02,0.0,0.01,0.1,,,tbd,,Virtuos,E10+
Batman: Arkham Knight,PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13,70.0,14.0,2.5,1967.0,"Rocksteady Studios, Iron Galaxy Studios",M
K-ON! Houkago Live!!,PSP,2010.0,Misc,Sega,0.0,0.0,0.25,0.0,0.25,,,,,,
Marvel: Ultimate Alliance,PS2,2006.0,Role-Playing,Activision,0.69,0.03,0.0,0.11,0.82,81.0,29.0,8.2,33.0,Raven Software,T
Rock Revolution,X360,2008.0,Misc,Konami Digital Entertainment,0.25,0.0,0.0,0.02,0.27,38.0,28.0,5.1,17.0,"Zoe Mode, HB Studios Multimedia",T
Hunted: The Demon's Forge,PC,2011.0,Action,Bethesda Softworks,0.03,0.01,0.0,0.0,0.05,61.0,21.0,6.6,127.0,InXile Entertainment,M
Gradius,NES,1986.0,Shooter,Konami Digital Entertainment,0.27,0.08,1.0,0.01,1.36,,,,,,
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,PS3,2011.0,Action,THQ,0.04,0.03,0.0,0.01,0.08,,,,,,
Dragon Slayer: The Legend of Heroes,SNES,1992.0,Role-Playing,Epoch,0.0,0.0,0.07,0.0,0.07,,,,,,
Bomberman (jp sales),PSP,2006.0,Puzzle,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01,,,,,,
Escape The Museum,DS,2010.0,Adventure,Astragon,0.04,0.12,0.0,0.02,0.18,,,tbd,,Gogii Games,E
Deadly Arts,N64,1998.0,Fighting,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,,,,,,
Air Combat,PS,1995.0,Simulation,Sony Computer Entertainment,0.92,0.33,0.52,0.05,1.83,,,,,,
Mobile Suit Gundam,SAT,1995.0,Action,Namco Bandai Games,0.0,0.0,0.41,0.0,0.41,,,,,,
Speed,Wii,2010.0,Racing,Unknown,0.04,0.02,0.0,0.01,0.06,,,tbd,,Zoo Games,E
